OA,UV6040001,UV6040002,UV6040003,UV6040004,UV6040005
S00135860,41.0,9.0,9.0,19.0,4.0
S00135861,29.0,3.0,4.0,28.0,2.0
S00135862,39.0,4.0,4.0,32.0,2.0
S00135863,45.0,8.0,7.0,29.0,3.0
S00135864,36.0,7.0,11.0,23.0,4.0
S00135865,47.0,6.0,8.0,27.0,6.0
S00135866,44.0,9.0,9.0,23.0,2.0
S00135867,66.0,5.0,12.0,41.0,5.0
S00135868,64.0,5.0,9.0,42.0,10.0
S00135869,29.0,3.0,5.0,16.0,8.0
S00135870,44.0,5.0,5.0,35.0,3.0
S00135871,79.0,7.0,23.0,44.0,5.0
S00135872,23.0,2.0,5.0,10.0,2.0
S00135873,63.0,2.0,12.0,38.0,11.0
S00135874,63.0,7.0,6.0,42.0,8.0
S00135875,76.0,8.0,17.0,46.0,7.0
S00135876,44.0,4.0,7.0,32.0,5.0
S00135877,65.0,11.0,20.0,32.0,3.0
S00135878,94.0,9.0,9.0,61.0,15.0
S00135879,41.0,6.0,7.0,23.0,5.0
S00135880,66.0,22.0,13.0,21.0,7.0
S00135881,55.0,3.0,13.0,34.0,5.0
S00135882,52.0,5.0,12.0,32.0,1.0
S00135883,30.0,2.0,7.0,17.0,3.0
S00135884,33.0,1.0,6.0,23.0,0.0
S00135885,32.0,6.0,2.0,20.0,4.0
S00135886,48.0,3.0,7.0,35.0,3.0
S00135887,29.0,6.0,8.0,14.0,1.0
S00135888,49.0,3.0,22.0,21.0,1.0
S00135889,36.0,5.0,7.0,20.0,5.0
S00135890,53.0,2.0,15.0,31.0,1.0
S00135891,42.0,5.0,6.0,29.0,2.0
S00135892,57.0,11.0,9.0,36.0,3.0
S00135893,64.0,13.0,11.0,40.0,4.0
S00135894,51.0,3.0,12.0,37.0,2.0
S00135895,78.0,7.0,20.0,41.0,12.0
S00135896,79.0,14.0,13.0,51.0,6.0
S00135897,65.0,8.0,12.0,40.0,5.0
S00135898,55.0,3.0,18.0,26.0,8.0
S00135899,42.0,5.0,11.0,22.0,4.0
S00135900,55.0,6.0,14.0,29.0,6.0
S00135901,50.0,6.0,13.0,27.0,4.0
S00135902,52.0,6.0,11.0,32.0,6.0
S00135903,45.0,3.0,11.0,24.0,5.0
S00135904,38.0,7.0,9.0,19.0,3.0
S00135905,31.0,4.0,8.0,18.0,1.0
S00135906,31.0,3.0,7.0,15.0,4.0
S00135907,52.0,13.0,7.0,27.0,5.0
S00135908,55.0,4.0,10.0,34.0,4.0
S00135909,40.0,3.0,8.0,27.0,2.0
S00135910,32.0,3.0,3.0,16.0,8.0
S00135911,60.0,0.0,14.0,40.0,5.0
S00135912,63.0,15.0,2.0,43.0,3.0
S00135913,80.0,7.0,12.0,50.0,5.0
S00135914,52.0,4.0,9.0,34.0,8.0
S00135915,62.0,10.0,10.0,33.0,6.0
S00135916,50.0,9.0,3.0,31.0,7.0
S00135917,78.0,5.0,17.0,50.0,4.0
S00135918,59.0,6.0,11.0,39.0,3.0
S00135919,37.0,5.0,6.0,23.0,5.0
S00135920,64.0,6.0,15.0,39.0,7.0
S00135921,61.0,5.0,11.0,42.0,2.0
S00135922,68.0,9.0,7.0,47.0,5.0
S00135923,74.0,20.0,25.0,21.0,4.0
S00135924,50.0,2.0,14.0,34.0,4.0
S00135925,38.0,6.0,7.0,24.0,2.0
S00135926,35.0,3.0,12.0,18.0,2.0
S00135927,53.0,8.0,10.0,28.0,7.0
S00135928,41.0,7.0,11.0,21.0,1.0
S00135929,35.0,1.0,8.0,24.0,3.0
S00135930,87.0,9.0,14.0,49.0,15.0
S00135931,66.0,6.0,13.0,34.0,13.0
S00135932,28.0,2.0,7.0,18.0,1.0
S00135933,70.0,3.0,12.0,53.0,2.0
S00135934,66.0,9.0,14.0,42.0,5.0
S00135935,43.0,1.0,6.0,32.0,4.0
S00135936,53.0,9.0,17.0,24.0,3.0
S00135937,53.0,11.0,18.0,19.0,6.0
S00135938,59.0,6.0,15.0,33.0,7.0
S00135939,37.0,7.0,9.0,19.0,2.0
S00135940,24.0,0.0,7.0,13.0,3.0
S00135941,66.0,7.0,15.0,34.0,7.0
S00135942,49.0,3.0,10.0,32.0,6.0
S00135943,63.0,0.0,6.0,48.0,8.0
S00135944,93.0,9.0,20.0,60.0,4.0
S00135945,34.0,3.0,7.0,24.0,0.0
S00135946,99.0,6.0,12.0,76.0,8.0
S00135947,66.0,8.0,15.0,40.0,3.0
S00135948,62.0,19.0,10.0,26.0,10.0
S00135949,102.0,6.0,25.0,62.0,9.0
S00135950,30.0,1.0,9.0,22.0,1.0
S00135951,70.0,19.0,13.0,33.0,5.0
S00135952,40.0,6.0,5.0,24.0,4.0
S00135953,44.0,8.0,13.0,20.0,6.0
S00135954,85.0,8.0,14.0,55.0,8.0
S00135955,71.0,5.0,14.0,49.0,3.0
S00135956,62.0,7.0,17.0,37.0,6.0
S00135957,78.0,12.0,15.0,45.0,9.0
S00135958,40.0,3.0,4.0,32.0,3.0
S00135959,66.0,8.0,23.0,36.0,0.0
S00135960,86.0,6.0,20.0,55.0,5.0
S00135961,86.0,9.0,18.0,48.0,7.0
S00135962,38.0,5.0,10.0,22.0,4.0
S00135963,89.0,11.0,23.0,51.0,8.0
S00135964,53.0,9.0,8.0,33.0,4.0
S00135965,46.0,11.0,10.0,19.0,6.0
S00135966,41.0,1.0,12.0,25.0,1.0
S00135967,64.0,7.0,12.0,40.0,5.0
S00135968,68.0,2.0,21.0,39.0,6.0
S00135969,32.0,5.0,6.0,20.0,2.0
S00135970,41.0,4.0,14.0,27.0,4.0
S00135971,72.0,6.0,16.0,47.0,3.0
S00135972,40.0,5.0,6.0,26.0,2.0
S00135973,55.0,1.0,18.0,31.0,6.0
S00135974,61.0,7.0,12.0,38.0,4.0
S00135975,45.0,4.0,10.0,29.0,2.0
S00135976,48.0,8.0,16.0,21.0,3.0
S00135977,44.0,3.0,11.0,26.0,4.0
S00135978,48.0,14.0,6.0,27.0,3.0
S00135979,33.0,5.0,7.0,19.0,2.0
S00135980,66.0,6.0,10.0,47.0,7.0
S00135981,81.0,11.0,18.0,39.0,11.0
S00135982,51.0,3.0,5.0,34.0,8.0
S00135983,57.0,7.0,17.0,34.0,3.0
S00135984,55.0,5.0,12.0,27.0,8.0
S00135985,60.0,6.0,16.0,34.0,4.0
S00135986,49.0,7.0,10.0,27.0,4.0
S00135987,31.0,5.0,8.0,18.0,1.0
S00135988,32.0,5.0,2.0,20.0,3.0
S00135989,43.0,4.0,9.0,26.0,4.0
S00135990,38.0,3.0,6.0,22.0,4.0
S00135991,39.0,14.0,9.0,14.0,1.0
S00135992,46.0,6.0,12.0,28.0,4.0
S00135993,59.0,6.0,8.0,40.0,8.0
S00135994,98.0,9.0,18.0,60.0,11.0
S00135995,23.0,7.0,4.0,10.0,1.0
S00135996,103.0,7.0,16.0,69.0,11.0
S00135997,34.0,4.0,11.0,18.0,5.0
S00135998,40.0,5.0,15.0,18.0,3.0
S00135999,62.0,10.0,13.0,37.0,4.0
S00136000,39.0,3.0,10.0,19.0,8.0
S00136001,30.0,0.0,6.0,20.0,5.0
S00136002,46.0,7.0,6.0,28.0,5.0
S00136003,45.0,8.0,6.0,29.0,2.0
S00136004,37.0,5.0,10.0,22.0,4.0
S00136005,54.0,5.0,10.0,36.0,8.0
S00136006,46.0,5.0,9.0,26.0,8.0
S00136007,96.0,5.0,30.0,57.0,6.0
S00136008,37.0,5.0,5.0,25.0,4.0
S00136009,50.0,3.0,19.0,24.0,4.0
S00136010,76.0,6.0,13.0,52.0,8.0
S00136011,61.0,2.0,29.0,27.0,4.0
S00136012,42.0,4.0,7.0,27.0,4.0
S00136013,59.0,9.0,15.0,31.0,4.0
S00136014,72.0,10.0,9.0,48.0,5.0
S00136015,42.0,7.0,12.0,19.0,4.0
S00136016,53.0,11.0,19.0,21.0,4.0
S00136017,94.0,18.0,13.0,50.0,11.0
S00136018,78.0,11.0,13.0,50.0,4.0
S00136019,245.0,126.0,78.0,38.0,3.0
S00136020,73.0,8.0,7.0,53.0,5.0
S00136021,40.0,5.0,7.0,23.0,5.0
S00136022,61.0,7.0,8.0,37.0,9.0
S00136023,10.0,3.0,2.0,6.0,0.0
S00136024,44.0,5.0,8.0,23.0,7.0
S00136025,60.0,5.0,17.0,33.0,5.0
S00136026,65.0,22.0,17.0,22.0,3.0
S00136027,38.0,7.0,11.0,14.0,5.0
S00136028,22.0,1.0,1.0,17.0,6.0
S00136029,44.0,6.0,8.0,30.0,3.0
S00136030,65.0,4.0,12.0,41.0,10.0
S00136031,64.0,12.0,7.0,36.0,6.0
S00136032,68.0,12.0,12.0,39.0,7.0
S00136033,82.0,6.0,20.0,47.0,12.0
S00136034,75.0,11.0,12.0,40.0,6.0
S00136035,78.0,11.0,13.0,49.0,4.0
S00136036,62.0,7.0,13.0,37.0,5.0
S00136037,45.0,1.0,18.0,24.0,2.0
S00136038,28.0,3.0,5.0,18.0,2.0
S00136039,39.0,4.0,15.0,19.0,3.0
S00136040,51.0,1.0,10.0,37.0,3.0
S00136041,70.0,1.0,18.0,45.0,4.0
S00136042,56.0,2.0,12.0,38.0,4.0
S00136043,54.0,7.0,11.0,22.0,7.0
S00136044,30.0,1.0,6.0,17.0,5.0
S00136045,75.0,7.0,16.0,42.0,5.0
S00136046,44.0,3.0,10.0,29.0,2.0
S00136047,70.0,6.0,18.0,38.0,5.0
S00136048,57.0,5.0,6.0,37.0,6.0
S00136049,63.0,6.0,12.0,39.0,6.0
S00136050,76.0,13.0,13.0,40.0,10.0
S00136051,63.0,2.0,18.0,39.0,4.0
S00136052,41.0,3.0,12.0,23.0,2.0
S00136053,50.0,2.0,8.0,39.0,5.0
S00136054,73.0,9.0,6.0,52.0,6.0
S00136055,54.0,4.0,11.0,35.0,5.0
S00136056,42.0,4.0,6.0,26.0,2.0
S00136057,50.0,5.0,7.0,35.0,2.0
S00136058,62.0,26.0,18.0,17.0,1.0
S00136059,37.0,2.0,7.0,23.0,4.0
S00136060,49.0,2.0,19.0,24.0,3.0
S00136061,141.0,51.0,48.0,36.0,10.0
S00136062,39.0,4.0,8.0,24.0,3.0
S00136063,54.0,4.0,10.0,39.0,1.0
S00136064,62.0,1.0,24.0,36.0,1.0
S00136065,57.0,5.0,5.0,43.0,5.0
S00136066,33.0,7.0,6.0,21.0,1.0
S00136067,35.0,4.0,10.0,20.0,2.0
S00136068,65.0,9.0,14.0,36.0,6.0
S00136069,61.0,10.0,10.0,36.0,4.0
S00136070,51.0,2.0,8.0,39.0,2.0
S00136071,84.0,15.0,27.0,38.0,4.0
S00136072,44.0,6.0,13.0,26.0,0.0
S00136073,43.0,5.0,13.0,20.0,0.0
S00136074,64.0,5.0,14.0,39.0,6.0
S00136075,72.0,8.0,14.0,45.0,6.0
S00136076,60.0,11.0,9.0,37.0,3.0
S00136077,40.0,7.0,8.0,21.0,5.0
S00136078,111.0,7.0,22.0,62.0,17.0
S00136079,43.0,13.0,9.0,21.0,0.0
S00136080,82.0,3.0,18.0,53.0,8.0
S00136081,36.0,7.0,13.0,19.0,1.0
S00136082,39.0,6.0,3.0,22.0,5.0
S00136083,63.0,3.0,11.0,42.0,7.0
S00136084,59.0,2.0,12.0,40.0,5.0
S00136085,42.0,1.0,11.0,29.0,5.0
S00136086,51.0,12.0,4.0,31.0,7.0
S00136087,54.0,6.0,9.0,31.0,7.0
S00136088,50.0,12.0,11.0,25.0,2.0
S00136089,57.0,6.0,12.0,28.0,14.0
S00136090,38.0,4.0,10.0,24.0,1.0
S00136091,54.0,2.0,14.0,35.0,3.0
S00136092,96.0,7.0,23.0,59.0,6.0
S00136093,67.0,4.0,23.0,34.0,6.0
S00136094,37.0,5.0,9.0,20.0,3.0
S00136095,31.0,5.0,6.0,16.0,1.0
S00136096,81.0,14.0,6.0,54.0,7.0
S00136097,97.0,6.0,16.0,67.0,6.0
S00136098,54.0,6.0,17.0,27.0,4.0
S00136099,69.0,1.0,19.0,43.0,6.0
S00136100,68.0,5.0,5.0,44.0,14.0
S00136101,50.0,5.0,10.0,25.0,10.0
S00136102,76.0,10.0,17.0,44.0,5.0
S00136103,44.0,3.0,15.0,24.0,5.0
S00136104,55.0,6.0,11.0,34.0,4.0
S00136105,64.0,10.0,18.0,30.0,9.0
S00136106,45.0,6.0,18.0,18.0,2.0
S00136107,64.0,12.0,15.0,31.0,6.0
S00136108,65.0,14.0,10.0,31.0,10.0
S00136109,54.0,4.0,15.0,29.0,6.0
S00136110,30.0,0.0,5.0,17.0,6.0
S00136111,55.0,3.0,13.0,37.0,5.0
S00136112,85.0,8.0,22.0,50.0,8.0
S00136113,42.0,4.0,7.0,27.0,3.0
S00136114,100.0,11.0,21.0,58.0,9.0
S00136115,64.0,5.0,16.0,39.0,3.0
S00136116,35.0,9.0,3.0,18.0,4.0
S00136117,50.0,4.0,13.0,30.0,4.0
S00136118,36.0,4.0,13.0,21.0,0.0
S00136119,50.0,1.0,13.0,28.0,5.0
S00136120,44.0,2.0,8.0,28.0,3.0
S00136121,76.0,7.0,10.0,49.0,2.0
S00136122,75.0,11.0,16.0,35.0,7.0
S00136123,91.0,12.0,12.0,58.0,9.0
S00136124,33.0,2.0,3.0,25.0,1.0
S00136125,50.0,5.0,12.0,32.0,7.0
S00136126,16.0,0.0,3.0,10.0,2.0
S00136127,76.0,6.0,14.0,53.0,3.0
S00136128,44.0,5.0,13.0,24.0,4.0
S00136129,53.0,3.0,13.0,31.0,7.0
S00136130,42.0,1.0,9.0,31.0,4.0
S00136131,39.0,3.0,5.0,28.0,2.0
S00136132,22.0,0.0,5.0,13.0,2.0
S00136133,69.0,5.0,16.0,40.0,6.0
S00136134,43.0,3.0,10.0,24.0,6.0
S00136135,44.0,8.0,11.0,22.0,3.0
S00136136,41.0,6.0,11.0,22.0,2.0
S00136137,40.0,3.0,7.0,26.0,2.0
S00136138,11.0,1.0,2.0,5.0,0.0
S00136139,8.0,1.0,2.0,5.0,0.0
S00136140,66.0,2.0,13.0,46.0,4.0
S00136141,46.0,3.0,6.0,30.0,4.0
S00136142,51.0,9.0,17.0,28.0,1.0
S00136143,45.0,4.0,3.0,31.0,1.0
S00136144,78.0,9.0,5.0,52.0,12.0
S00136145,98.0,34.0,27.0,32.0,5.0
S00136146,71.0,3.0,20.0,45.0,1.0
S00136147,41.0,1.0,7.0,32.0,1.0
S00136148,48.0,6.0,6.0,27.0,7.0
S00136149,37.0,4.0,5.0,25.0,3.0
S00136150,75.0,5.0,7.0,57.0,6.0
S00136151,32.0,3.0,7.0,21.0,1.0
S00136152,36.0,3.0,6.0,23.0,4.0
S00136153,51.0,8.0,14.0,25.0,4.0
S00136154,62.0,5.0,17.0,37.0,5.0
S00136155,33.0,3.0,5.0,20.0,5.0
S00136156,66.0,11.0,7.0,43.0,5.0
S00136157,42.0,7.0,6.0,27.0,0.0
S00136158,50.0,3.0,7.0,37.0,5.0
S00136159,50.0,3.0,6.0,33.0,4.0
S00136160,49.0,3.0,7.0,35.0,4.0
S00136161,55.0,7.0,7.0,39.0,3.0
S00136162,47.0,2.0,8.0,31.0,2.0
S00136163,33.0,5.0,5.0,22.0,1.0
S00136164,46.0,6.0,6.0,30.0,2.0
S00136165,35.0,3.0,11.0,23.0,3.0
S00136166,39.0,2.0,14.0,20.0,3.0
S00136167,5.0,0.0,4.0,3.0,1.0
S00136168,60.0,3.0,4.0,39.0,14.0
S00136169,40.0,6.0,7.0,24.0,3.0
S00136170,37.0,7.0,7.0,17.0,6.0
S00136171,38.0,3.0,7.0,27.0,0.0
S00136172,47.0,9.0,3.0,32.0,6.0
S00136173,44.0,12.0,8.0,22.0,0.0
S00136174,113.0,8.0,13.0,72.0,20.0
S00136175,37.0,1.0,12.0,21.0,3.0
S00136176,79.0,3.0,19.0,47.0,10.0
S00136177,51.0,4.0,10.0,35.0,2.0
S00136178,67.0,15.0,13.0,36.0,6.0
S00136179,61.0,6.0,7.0,39.0,9.0
S00136180,109.0,3.0,11.0,84.0,15.0
S00136181,46.0,3.0,11.0,30.0,3.0
S00136182,57.0,2.0,15.0,33.0,7.0
S00136183,70.0,5.0,20.0,39.0,9.0
S00136184,78.0,8.0,17.0,46.0,7.0
S00136185,57.0,9.0,14.0,27.0,5.0
S00136186,70.0,5.0,19.0,43.0,3.0
S00136187,46.0,3.0,7.0,29.0,7.0
S00136188,35.0,7.0,5.0,16.0,6.0
S00136189,56.0,9.0,10.0,34.0,3.0
S00136190,54.0,7.0,10.0,26.0,10.0
S00136191,58.0,10.0,22.0,28.0,0.0
S00136192,91.0,5.0,10.0,64.0,8.0
S00136193,75.0,10.0,12.0,50.0,3.0
S00136194,77.0,10.0,12.0,50.0,5.0
S00136195,155.0,61.0,44.0,44.0,6.0
S00136196,51.0,4.0,8.0,37.0,3.0
S00136197,78.0,19.0,14.0,42.0,4.0
S00136198,42.0,3.0,8.0,29.0,1.0
S00136199,49.0,6.0,12.0,24.0,4.0
S00136200,16.0,0.0,7.0,8.0,1.0
S00136201,74.0,2.0,14.0,43.0,11.0
S00136202,45.0,3.0,9.0,27.0,5.0
S00136203,55.0,6.0,5.0,44.0,0.0
S00136204,96.0,5.0,15.0,67.0,9.0
S00136205,47.0,6.0,10.0,31.0,2.0
S00136206,46.0,7.0,11.0,30.0,3.0
S00136207,46.0,2.0,6.0,31.0,7.0
S00136208,37.0,2.0,7.0,26.0,1.0
S00136209,51.0,3.0,10.0,36.0,1.0
S00136210,75.0,10.0,6.0,50.0,9.0
S00136211,55.0,15.0,11.0,25.0,3.0
S00136212,49.0,2.0,13.0,29.0,5.0
S00136213,29.0,4.0,5.0,16.0,4.0
S00136214,42.0,8.0,5.0,25.0,1.0
S00136215,57.0,6.0,11.0,31.0,6.0
S00136216,59.0,7.0,17.0,33.0,3.0
S00136217,71.0,6.0,12.0,45.0,7.0
S00136218,66.0,23.0,18.0,24.0,3.0
S00136219,51.0,15.0,10.0,28.0,6.0
S00136220,58.0,10.0,10.0,26.0,10.0
S00136221,57.0,10.0,6.0,30.0,8.0
S00136222,22.0,1.0,4.0,16.0,1.0
S00136223,88.0,8.0,8.0,56.0,12.0
S00136224,35.0,4.0,8.0,19.0,5.0
S00136225,40.0,0.0,4.0,29.0,3.0
S00136226,52.0,5.0,10.0,34.0,5.0
S00136227,41.0,3.0,8.0,28.0,1.0
S00136228,86.0,3.0,14.0,64.0,5.0
S00136229,42.0,2.0,9.0,19.0,5.0
S00136230,45.0,0.0,15.0,25.0,6.0
S00136231,39.0,2.0,6.0,24.0,3.0
S00136232,88.0,2.0,26.0,50.0,7.0
S00136233,43.0,4.0,15.0,22.0,2.0
S00136234,58.0,3.0,12.0,37.0,6.0
S00136235,22.0,0.0,2.0,12.0,3.0
S00136236,142.0,56.0,55.0,28.0,7.0
S00136237,101.0,11.0,22.0,63.0,8.0
S00136238,68.0,8.0,20.0,37.0,3.0
S00136239,105.0,45.0,38.0,21.0,1.0
S00136240,53.0,4.0,15.0,28.0,2.0
S00136241,41.0,9.0,8.0,18.0,2.0
S00136242,69.0,5.0,17.0,39.0,7.0
S00136243,58.0,9.0,3.0,41.0,5.0
S00136244,64.0,6.0,14.0,39.0,6.0
S00136245,150.0,67.0,46.0,36.0,1.0
S00136246,40.0,3.0,9.0,24.0,5.0
S00136247,66.0,1.0,24.0,34.0,4.0
S00136248,85.0,10.0,20.0,51.0,8.0
S00136249,37.0,2.0,11.0,19.0,5.0
S00136250,59.0,9.0,10.0,42.0,2.0
S00136251,61.0,6.0,10.0,38.0,3.0
S00136252,39.0,1.0,16.0,20.0,2.0
S00136253,42.0,8.0,20.0,10.0,7.0
S00136254,73.0,2.0,9.0,58.0,3.0
S00136255,82.0,6.0,6.0,63.0,10.0
S00136256,37.0,3.0,6.0,21.0,2.0
S00136257,70.0,11.0,12.0,35.0,8.0
S00136258,56.0,5.0,18.0,25.0,5.0
S00136259,134.0,17.0,33.0,74.0,10.0
S00136260,5.0,0.0,2.0,1.0,2.0
S00136261,54.0,9.0,13.0,25.0,8.0
S00136262,71.0,6.0,9.0,47.0,5.0
S00136263,45.0,6.0,11.0,26.0,2.0
S00136264,60.0,6.0,11.0,37.0,6.0
S00136265,77.0,8.0,20.0,46.0,3.0
S00136266,32.0,1.0,8.0,20.0,3.0
S00136267,62.0,7.0,15.0,31.0,7.0
S00136268,51.0,4.0,10.0,32.0,5.0
S00136269,59.0,16.0,10.0,32.0,1.0
S00136270,51.0,10.0,11.0,25.0,5.0
S00136271,59.0,4.0,10.0,34.0,10.0
S00136272,69.0,2.0,14.0,46.0,8.0
S00136273,34.0,1.0,5.0,23.0,5.0
S00136274,59.0,8.0,17.0,27.0,7.0
S00136275,81.0,10.0,17.0,50.0,4.0
S00136276,44.0,3.0,8.0,29.0,1.0
S00136277,41.0,5.0,6.0,28.0,4.0
S00136278,61.0,1.0,8.0,47.0,5.0
S00136279,24.0,5.0,5.0,13.0,3.0
S00136280,52.0,4.0,11.0,35.0,5.0
S00136281,84.0,10.0,15.0,48.0,11.0
S00136282,26.0,2.0,5.0,17.0,2.0
S00136283,35.0,3.0,9.0,18.0,1.0
S00136284,94.0,12.0,16.0,60.0,4.0
S00136285,55.0,4.0,20.0,28.0,6.0
S00136286,45.0,6.0,3.0,27.0,10.0
S00136287,48.0,1.0,6.0,29.0,9.0
S00136288,68.0,8.0,17.0,38.0,7.0
S00136289,69.0,5.0,22.0,34.0,2.0
S00136290,80.0,6.0,13.0,45.0,16.0
S00136291,66.0,11.0,11.0,43.0,5.0
S00136292,38.0,1.0,10.0,23.0,2.0
S00136293,50.0,5.0,7.0,29.0,9.0
S00136294,39.0,3.0,12.0,19.0,4.0
S00136295,34.0,5.0,9.0,18.0,2.0
S00136296,51.0,6.0,5.0,35.0,2.0
S00136297,53.0,6.0,14.0,27.0,6.0
S00136298,80.0,17.0,20.0,36.0,4.0
S00136299,71.0,6.0,9.0,47.0,9.0
S00136300,54.0,5.0,14.0,34.0,1.0
S00136301,82.0,4.0,6.0,61.0,5.0
S00136302,50.0,1.0,7.0,35.0,6.0
S00136303,87.0,9.0,12.0,56.0,7.0
S00136304,72.0,12.0,18.0,39.0,0.0
S00136305,67.0,14.0,13.0,36.0,4.0
S00136306,41.0,3.0,11.0,21.0,6.0
S00136307,64.0,10.0,9.0,39.0,6.0
S00136308,91.0,10.0,10.0,55.0,18.0
S00136309,64.0,6.0,13.0,39.0,6.0
S00136310,98.0,19.0,23.0,48.0,8.0
S00136311,43.0,5.0,9.0,27.0,2.0
S00136312,72.0,10.0,9.0,39.0,14.0
S00136313,53.0,4.0,8.0,37.0,4.0
S00136314,66.0,8.0,12.0,40.0,11.0
S00136315,52.0,11.0,7.0,24.0,2.0
S00136316,43.0,10.0,7.0,26.0,0.0
S00136317,45.0,4.0,10.0,33.0,2.0
S00136318,44.0,2.0,9.0,31.0,4.0
S00136319,50.0,3.0,6.0,38.0,5.0
S00136320,39.0,4.0,0.0,28.0,7.0
S00136321,56.0,5.0,10.0,31.0,9.0
S00136322,45.0,4.0,13.0,24.0,5.0
S00136323,71.0,4.0,10.0,49.0,8.0
S00136324,43.0,12.0,9.0,19.0,5.0
S00136325,75.0,2.0,10.0,47.0,12.0
S00136326,59.0,3.0,7.0,37.0,12.0
S00136327,35.0,3.0,6.0,26.0,2.0
S00136328,47.0,1.0,5.0,31.0,6.0
S00136329,71.0,8.0,19.0,41.0,3.0
S00136330,81.0,13.0,19.0,43.0,10.0
S00136331,52.0,2.0,6.0,40.0,4.0
S00136332,45.0,4.0,10.0,26.0,7.0
S00136333,133.0,55.0,34.0,43.0,2.0
S00136334,53.0,8.0,11.0,28.0,6.0
S00136335,36.0,3.0,4.0,23.0,2.0
S00136336,51.0,3.0,16.0,30.0,4.0
S00136337,65.0,1.0,14.0,40.0,10.0
S00136338,66.0,6.0,21.0,34.0,5.0
S00136339,49.0,5.0,11.0,27.0,3.0
S00136340,37.0,1.0,2.0,29.0,5.0
S00136341,33.0,2.0,7.0,24.0,1.0
S00136342,50.0,2.0,15.0,23.0,6.0
S00136343,82.0,11.0,16.0,49.0,6.0
S00136344,41.0,0.0,8.0,29.0,4.0
S00136345,53.0,4.0,9.0,37.0,3.0
S00136346,58.0,4.0,4.0,41.0,5.0
S00136347,38.0,0.0,8.0,24.0,5.0
S00136348,65.0,4.0,11.0,42.0,8.0
S00136349,74.0,3.0,15.0,52.0,5.0
S00136350,45.0,3.0,11.0,29.0,2.0
S00136351,50.0,4.0,8.0,32.0,6.0
S00136352,30.0,4.0,5.0,21.0,0.0
S00136353,62.0,5.0,21.0,32.0,4.0
S00136354,26.0,2.0,6.0,15.0,2.0
S00136355,57.0,5.0,6.0,36.0,7.0
S00136356,41.0,6.0,11.0,23.0,1.0
S00136357,56.0,5.0,11.0,36.0,4.0
S00136358,82.0,3.0,8.0,56.0,14.0
S00136359,39.0,4.0,9.0,24.0,6.0
S00136360,40.0,1.0,9.0,26.0,4.0
S00136361,45.0,7.0,10.0,28.0,0.0
S00136362,71.0,8.0,9.0,48.0,8.0
S00136363,48.0,6.0,6.0,31.0,9.0
S00136364,60.0,4.0,5.0,44.0,6.0
S00136365,62.0,5.0,16.0,36.0,5.0
S00136366,61.0,4.0,20.0,32.0,5.0
S00136367,69.0,6.0,16.0,41.0,5.0
S00136368,43.0,0.0,9.0,30.0,4.0
S00136369,69.0,2.0,13.0,46.0,5.0
S00136370,69.0,10.0,19.0,36.0,4.0
S00136371,43.0,4.0,8.0,27.0,2.0
S00136372,61.0,5.0,12.0,34.0,7.0
S00136373,68.0,10.0,14.0,39.0,5.0
S00136374,88.0,6.0,13.0,59.0,6.0
S00136375,79.0,4.0,16.0,52.0,2.0
S00136376,67.0,5.0,11.0,42.0,9.0
S00136377,46.0,4.0,10.0,27.0,4.0
S00136378,58.0,9.0,13.0,31.0,11.0
S00136379,57.0,9.0,12.0,25.0,8.0
S00136380,75.0,6.0,7.0,51.0,11.0
S00136381,49.0,9.0,10.0,27.0,2.0
S00136382,62.0,5.0,13.0,39.0,5.0
S00136383,47.0,3.0,7.0,33.0,4.0
S00136384,30.0,3.0,6.0,15.0,6.0
S00136385,55.0,7.0,13.0,33.0,5.0
S00136386,35.0,5.0,11.0,19.0,0.0
S00136387,73.0,6.0,22.0,42.0,4.0
S00136388,51.0,3.0,11.0,31.0,2.0
S00136389,88.0,8.0,13.0,55.0,12.0
S00136390,45.0,7.0,7.0,29.0,1.0
S00136391,58.0,3.0,6.0,40.0,6.0
S00136392,53.0,4.0,4.0,42.0,3.0
S00136393,7.0,1.0,2.0,3.0,2.0
S00136394,34.0,4.0,5.0,26.0,4.0
S00136395,93.0,10.0,10.0,57.0,16.0
S00136396,38.0,4.0,7.0,25.0,2.0
S00136397,67.0,4.0,12.0,36.0,15.0
S00136398,63.0,3.0,7.0,48.0,5.0
S00136399,31.0,3.0,10.0,20.0,1.0
S00136400,39.0,0.0,10.0,15.0,11.0
S00136401,42.0,3.0,8.0,31.0,0.0
S00136402,33.0,1.0,6.0,25.0,0.0
S00136403,86.0,6.0,14.0,55.0,11.0
S00136404,29.0,4.0,7.0,22.0,0.0
S00136405,54.0,8.0,22.0,23.0,0.0
S00136406,51.0,3.0,13.0,29.0,3.0
S00136407,53.0,3.0,8.0,35.0,8.0
S00136408,87.0,9.0,8.0,56.0,17.0
S00136409,52.0,2.0,11.0,35.0,4.0
S00136410,98.0,4.0,17.0,73.0,4.0
S00136411,56.0,7.0,3.0,40.0,3.0
S00136412,40.0,3.0,10.0,24.0,3.0
S00136413,49.0,9.0,7.0,31.0,2.0
S00136414,75.0,3.0,12.0,51.0,10.0
S00136415,59.0,6.0,3.0,40.0,10.0
S00136416,60.0,6.0,14.0,28.0,9.0
S00136417,51.0,3.0,6.0,31.0,11.0
