OA,UV1040001,UV1040002,UV1040003,UV1040004,UV1040005,UV1040006
S00135816,91,35.0,39.0,4.0,11.0,2.0
S00135817,94,40.0,36.0,0.0,10.0,11.0
S00135818,91,50.0,25.0,3.0,17.0,3.0
S00135819,89,37.0,38.0,1.0,9.0,4.0
S00135820,126,58.0,47.0,2.0,13.0,6.0
S00135821,68,23.0,34.0,1.0,4.0,6.0
S00135822,88,57.0,21.0,4.0,7.0,5.0
S00135823,122,68.0,34.0,7.0,10.0,3.0
S00135824,142,57.0,63.0,5.0,5.0,12.0
S00135825,75,28.0,28.0,6.0,9.0,4.0
S00135826,69,37.0,22.0,1.0,8.0,1.0
S00135827,50,19.0,20.0,0.0,4.0,8.0
S00135828,111,64.0,32.0,6.0,13.0,5.0
S00135829,81,29.0,13.0,5.0,26.0,11.0
S00135830,60,21.0,19.0,1.0,10.0,7.0
S00135831,96,37.0,47.0,2.0,4.0,6.0
S00135832,148,65.0,46.0,10.0,21.0,4.0
S00135833,97,33.0,44.0,3.0,9.0,4.0
S00135834,86,42.0,35.0,5.0,4.0,1.0
S00135835,130,65.0,31.0,4.0,17.0,11.0
S00135836,84,29.0,46.0,0.0,7.0,1.0
S00135837,106,49.0,39.0,3.0,14.0,4.0
S00135838,155,98.0,40.0,1.0,8.0,7.0
S00135839,225,176.0,31.0,6.0,9.0,4.0
S00135840,128,57.0,58.0,2.0,8.0,1.0
S00135841,59,21.0,22.0,1.0,7.0,8.0
S00135842,75,32.0,27.0,1.0,8.0,7.0
S00135843,72,21.0,12.0,2.0,16.0,20.0
S00135844,55,27.0,13.0,1.0,10.0,10.0
S00135845,66,23.0,28.0,4.0,3.0,4.0
S00135846,102,32.0,48.0,4.0,11.0,7.0
S00135847,214,180.0,14.0,5.0,6.0,9.0
S00135848,89,55.0,19.0,2.0,12.0,0.0
S00135849,68,25.0,18.0,2.0,14.0,6.0
S00135850,69,24.0,41.0,0.0,3.0,4.0
S00135851,91,42.0,42.0,4.0,4.0,1.0
S00135852,63,46.0,10.0,2.0,2.0,0.0
S00135853,78,23.0,14.0,1.0,13.0,27.0
S00135854,65,19.0,34.0,2.0,5.0,2.0
S00135855,96,45.0,27.0,1.0,13.0,14.0
S00135856,60,33.0,18.0,4.0,5.0,4.0
S00135857,50,18.0,28.0,2.0,2.0,1.0
S00135858,55,16.0,31.0,0.0,3.0,4.0
S00135859,69,36.0,15.0,7.0,5.0,5.0
S00135860,86,47.0,28.0,3.0,6.0,3.0
S00135861,90,20.0,41.0,3.0,6.0,20.0
S00135862,72,29.0,22.0,7.0,7.0,7.0
S00135863,73,26.0,40.0,0.0,6.0,2.0
S00135864,73,26.0,35.0,3.0,5.0,4.0
S00135865,89,42.0,31.0,0.0,13.0,6.0
S00135866,73,39.0,27.0,3.0,7.0,0.0
S00135867,89,41.0,30.0,1.0,10.0,7.0
S00135868,102,52.0,40.0,3.0,6.0,2.0
S00135869,62,14.0,41.0,2.0,3.0,1.0
S00135870,74,49.0,20.0,0.0,3.0,5.0
S00135871,137,80.0,52.0,0.0,6.0,4.0
S00135872,86,23.0,17.0,3.0,19.0,28.0
S00135873,98,28.0,49.0,0.0,8.0,7.0
S00135874,101,59.0,33.0,1.0,5.0,1.0
S00135875,98,33.0,50.0,2.0,1.0,4.0
S00135876,85,42.0,26.0,1.0,6.0,10.0
S00135877,124,42.0,59.0,3.0,16.0,7.0
S00135878,131,69.0,48.0,5.0,7.0,2.0
S00135879,72,20.0,38.0,2.0,5.0,8.0
S00135880,173,138.0,20.0,5.0,6.0,4.0
S00135881,99,39.0,43.0,1.0,8.0,8.0
S00135882,85,34.0,37.0,3.0,8.0,3.0
S00135883,61,20.0,30.0,2.0,0.0,7.0
S00135884,59,13.0,32.0,2.0,6.0,6.0
S00135885,80,45.0,15.0,3.0,9.0,8.0
S00135886,76,36.0,22.0,2.0,12.0,4.0
S00135887,65,37.0,17.0,1.0,4.0,4.0
S00135888,86,55.0,22.0,1.0,5.0,1.0
S00135889,60,14.0,41.0,0.0,3.0,1.0
S00135890,74,27.0,35.0,0.0,1.0,7.0
S00135891,67,23.0,28.0,2.0,8.0,6.0
S00135892,98,34.0,52.0,3.0,7.0,5.0
S00135893,95,48.0,41.0,0.0,5.0,1.0
S00135894,100,29.0,54.0,2.0,13.0,4.0
S00135895,126,62.0,31.0,8.0,20.0,9.0
S00135896,134,72.0,27.0,3.0,23.0,7.0
S00135897,129,76.0,22.0,7.0,16.0,4.0
S00135898,98,39.0,50.0,2.0,5.0,5.0
S00135899,72,36.0,25.0,2.0,8.0,1.0
S00135900,115,78.0,18.0,2.0,11.0,6.0
S00135901,92,34.0,36.0,0.0,10.0,15.0
S00135902,72,25.0,30.0,0.0,13.0,4.0
S00135903,89,51.0,25.0,3.0,8.0,2.0
S00135904,64,29.0,20.0,2.0,6.0,7.0
S00135905,69,27.0,14.0,3.0,13.0,8.0
S00135906,51,24.0,18.0,0.0,5.0,3.0
S00135907,99,76.0,14.0,2.0,3.0,0.0
S00135908,90,33.0,40.0,0.0,10.0,7.0
S00135909,54,25.0,19.0,2.0,5.0,4.0
S00135910,67,29.0,21.0,2.0,9.0,5.0
S00135911,87,28.0,49.0,2.0,2.0,6.0
S00135912,110,74.0,30.0,3.0,2.0,2.0
S00135913,104,57.0,44.0,0.0,3.0,0.0
S00135914,93,35.0,46.0,3.0,6.0,3.0
S00135915,128,59.0,54.0,1.0,5.0,6.0
S00135916,82,37.0,33.0,0.0,9.0,2.0
S00135917,118,45.0,52.0,2.0,12.0,13.0
S00135918,91,36.0,35.0,1.0,8.0,12.0
S00135919,73,27.0,33.0,2.0,3.0,6.0
S00135920,100,26.0,48.0,1.0,13.0,14.0
S00135921,98,36.0,53.0,1.0,8.0,2.0
S00135922,103,23.0,66.0,3.0,7.0,4.0
S00135923,200,155.0,25.0,1.0,15.0,1.0
S00135924,82,29.0,38.0,2.0,14.0,6.0
S00135925,60,26.0,18.0,2.0,10.0,2.0
S00135926,86,22.0,22.0,5.0,12.0,22.0
S00135927,113,37.0,55.0,2.0,7.0,12.0
S00135928,70,39.0,27.0,0.0,3.0,1.0
S00135929,62,34.0,11.0,3.0,6.0,5.0
S00135930,113,23.0,78.0,0.0,4.0,2.0
S00135931,97,27.0,52.0,3.0,10.0,5.0
S00135932,64,36.0,18.0,2.0,4.0,4.0
S00135933,120,42.0,52.0,6.0,5.0,9.0
S00135934,114,84.0,18.0,0.0,7.0,1.0
S00135935,89,15.0,62.0,1.0,5.0,8.0
S00135936,94,60.0,23.0,1.0,11.0,4.0
S00135937,105,40.0,48.0,1.0,7.0,9.0
S00135938,90,32.0,44.0,2.0,5.0,5.0
S00135939,67,43.0,17.0,0.0,5.0,1.0
S00135940,82,33.0,18.0,2.0,16.0,12.0
S00135941,113,84.0,19.0,2.0,7.0,1.0
S00135942,115,20.0,76.0,1.0,6.0,11.0
S00135943,88,26.0,51.0,0.0,6.0,5.0
S00135944,144,58.0,60.0,4.0,10.0,12.0
S00135945,74,28.0,33.0,0.0,5.0,8.0
S00135946,130,54.0,66.0,0.0,11.0,1.0
S00135947,112,50.0,46.0,2.0,9.0,5.0
S00135948,121,80.0,25.0,4.0,10.0,5.0
S00135949,128,26.0,82.0,6.0,13.0,3.0
S00135950,60,18.0,34.0,2.0,1.0,5.0
S00135951,129,98.0,26.0,1.0,4.0,0.0
S00135952,57,27.0,28.0,0.0,3.0,0.0
S00135953,110,79.0,20.0,0.0,1.0,6.0
S00135954,115,33.0,69.0,2.0,8.0,4.0
S00135955,117,38.0,46.0,3.0,14.0,10.0
S00135956,99,36.0,49.0,3.0,8.0,8.0
S00135957,101,53.0,36.0,5.0,5.0,1.0
S00135958,65,24.0,23.0,2.0,12.0,6.0
S00135959,114,38.0,47.0,2.0,11.0,16.0
S00135960,124,42.0,58.0,5.0,10.0,7.0
S00135961,133,49.0,59.0,3.0,12.0,10.0
S00135962,87,48.0,27.0,1.0,6.0,5.0
S00135963,146,33.0,101.0,3.0,6.0,6.0
S00135964,97,60.0,23.0,0.0,4.0,6.0
S00135965,90,63.0,21.0,1.0,3.0,3.0
S00135966,75,22.0,38.0,0.0,9.0,6.0
S00135967,87,26.0,43.0,3.0,8.0,3.0
S00135968,124,37.0,44.0,3.0,24.0,14.0
S00135969,70,47.0,16.0,1.0,4.0,4.0
S00135970,86,24.0,38.0,4.0,18.0,4.0
S00135971,111,68.0,28.0,1.0,9.0,4.0
S00135972,90,41.0,20.0,1.0,18.0,10.0
S00135973,97,35.0,42.0,2.0,7.0,8.0
S00135974,89,25.0,47.0,1.0,3.0,8.0
S00135975,76,45.0,13.0,5.0,11.0,1.0
S00135976,112,84.0,11.0,0.0,15.0,3.0
S00135977,63,32.0,28.0,0.0,4.0,2.0
S00135978,110,86.0,23.0,0.0,4.0,1.0
S00135979,78,49.0,8.0,2.0,11.0,6.0
S00135980,80,26.0,46.0,0.0,6.0,2.0
S00135981,128,32.0,90.0,0.0,4.0,0.0
S00135982,81,47.0,24.0,3.0,6.0,0.0
S00135983,107,68.0,27.0,0.0,7.0,5.0
S00135984,100,33.0,45.0,4.0,14.0,9.0
S00135985,101,56.0,24.0,5.0,11.0,5.0
S00135986,107,42.0,34.0,4.0,14.0,11.0
S00135987,74,48.0,15.0,0.0,3.0,5.0
S00135988,67,42.0,22.0,0.0,1.0,1.0
S00135989,88,59.0,18.0,2.0,12.0,3.0
S00135990,52,8.0,34.0,1.0,1.0,3.0
S00135991,71,61.0,9.0,0.0,0.0,0.0
S00135992,86,27.0,40.0,4.0,8.0,7.0
S00135993,90,38.0,34.0,5.0,7.0,2.0
S00135994,125,33.0,75.0,1.0,15.0,1.0
S00135995,63,53.0,6.0,1.0,2.0,3.0
S00135996,135,46.0,73.0,4.0,9.0,3.0
S00135997,105,30.0,30.0,6.0,13.0,29.0
S00135998,86,48.0,19.0,4.0,8.0,7.0
S00135999,93,70.0,17.0,0.0,3.0,2.0
S00136000,113,29.0,43.0,5.0,18.0,20.0
S00136001,75,35.0,17.0,1.0,18.0,4.0
S00136002,82,43.0,26.0,1.0,11.0,4.0
S00136003,69,50.0,13.0,2.0,5.0,0.0
S00136004,63,29.0,18.0,5.0,7.0,6.0
S00136005,100,49.0,28.0,4.0,16.0,7.0
S00136006,58,41.0,12.0,1.0,2.0,4.0
S00136007,141,44.0,77.0,0.0,8.0,12.0
S00136008,62,26.0,30.0,0.0,2.0,3.0
S00136009,96,43.0,19.0,7.0,17.0,7.0
S00136010,110,36.0,60.0,2.0,7.0,8.0
S00136011,108,48.0,15.0,5.0,24.0,12.0
S00136012,97,50.0,21.0,4.0,16.0,6.0
S00136013,84,62.0,12.0,2.0,5.0,2.0
S00136014,100,45.0,39.0,5.0,9.0,2.0
S00136015,105,69.0,14.0,3.0,12.0,4.0
S00136016,116,94.0,16.0,0.0,0.0,3.0
S00136017,138,88.0,30.0,7.0,8.0,7.0
S00136018,127,87.0,36.0,2.0,0.0,0.0
S00136019,870,844.0,21.0,0.0,3.0,1.0
S00136020,112,41.0,48.0,0.0,14.0,9.0
S00136021,59,37.0,13.0,3.0,3.0,0.0
S00136022,99,44.0,46.0,1.0,7.0,4.0
S00136023,55,10.0,20.0,4.0,6.0,18.0
S00136024,73,22.0,41.0,2.0,0.0,8.0
S00136025,88,39.0,37.0,2.0,5.0,6.0
S00136026,133,119.0,9.0,0.0,3.0,4.0
S00136027,69,43.0,19.0,0.0,3.0,3.0
S00136028,56,32.0,10.0,0.0,12.0,5.0
S00136029,68,15.0,45.0,0.0,6.0,4.0
S00136030,127,36.0,61.0,1.0,8.0,20.0
S00136031,101,54.0,32.0,4.0,11.0,2.0
S00136032,102,67.0,28.0,2.0,6.0,4.0
S00136033,121,54.0,47.0,0.0,14.0,6.0
S00136034,105,79.0,11.0,0.0,11.0,0.0
S00136035,125,103.0,19.0,3.0,4.0,1.0
S00136036,97,60.0,26.0,1.0,4.0,1.0
S00136037,70,29.0,34.0,1.0,4.0,5.0
S00136038,67,26.0,21.0,4.0,5.0,11.0
S00136039,77,44.0,20.0,2.0,7.0,1.0
S00136040,67,29.0,28.0,0.0,5.0,8.0
S00136041,120,34.0,77.0,0.0,3.0,4.0
S00136042,93,28.0,50.0,2.0,6.0,6.0
S00136043,75,20.0,46.0,1.0,8.0,3.0
S00136044,60,37.0,9.0,1.0,5.0,4.0
S00136045,116,39.0,63.0,2.0,9.0,3.0
S00136046,73,25.0,40.0,1.0,1.0,6.0
S00136047,107,37.0,53.0,2.0,11.0,6.0
S00136048,86,26.0,40.0,1.0,9.0,10.0
S00136049,123,49.0,53.0,5.0,7.0,7.0
S00136050,116,24.0,84.0,2.0,4.0,3.0
S00136051,97,41.0,40.0,4.0,3.0,9.0
S00136052,60,33.0,23.0,2.0,1.0,1.0
S00136053,76,28.0,26.0,8.0,8.0,6.0
S00136054,112,71.0,22.0,2.0,16.0,2.0
S00136055,102,49.0,26.0,6.0,17.0,5.0
S00136056,81,45.0,17.0,4.0,16.0,4.0
S00136057,103,29.0,55.0,1.0,5.0,10.0
S00136058,249,182.0,21.0,4.0,26.0,14.0
S00136059,76,17.0,39.0,5.0,7.0,8.0
S00136060,90,51.0,22.0,6.0,8.0,3.0
S00136061,393,352.0,32.0,5.0,6.0,0.0
S00136062,69,21.0,31.0,4.0,8.0,3.0
S00136063,97,46.0,23.0,1.0,23.0,5.0
S00136064,116,29.0,61.0,4.0,11.0,11.0
S00136065,91,56.0,10.0,5.0,14.0,8.0
S00136066,56,38.0,10.0,4.0,7.0,1.0
S00136067,56,20.0,30.0,0.0,2.0,5.0
S00136068,105,64.0,27.0,0.0,11.0,2.0
S00136069,106,55.0,28.0,6.0,12.0,5.0
S00136070,70,31.0,21.0,2.0,8.0,3.0
S00136071,140,72.0,47.0,7.0,10.0,3.0
S00136072,71,55.0,14.0,0.0,1.0,0.0
S00136073,90,51.0,31.0,1.0,5.0,3.0
S00136074,73,32.0,32.0,1.0,10.0,2.0
S00136075,94,73.0,18.0,1.0,2.0,0.0
S00136076,113,85.0,9.0,3.0,13.0,3.0
S00136077,81,45.0,27.0,2.0,1.0,6.0
S00136078,165,38.0,119.0,0.0,2.0,1.0
S00136079,62,45.0,10.0,2.0,4.0,1.0
S00136080,124,38.0,68.0,1.0,9.0,8.0
S00136081,74,61.0,11.0,0.0,0.0,2.0
S00136082,62,31.0,16.0,0.0,10.0,5.0
S00136083,91,72.0,17.0,1.0,1.0,0.0
S00136084,85,39.0,34.0,0.0,5.0,7.0
S00136085,77,28.0,26.0,4.0,8.0,11.0
S00136086,85,71.0,10.0,0.0,4.0,0.0
S00136087,87,40.0,31.0,4.0,10.0,6.0
S00136088,81,70.0,4.0,0.0,6.0,0.0
S00136089,143,18.0,105.0,0.0,9.0,11.0
S00136090,90,13.0,64.0,0.0,1.0,11.0
S00136091,104,43.0,42.0,1.0,6.0,10.0
S00136092,144,54.0,65.0,2.0,14.0,8.0
S00136093,97,63.0,19.0,5.0,7.0,3.0
S00136094,67,37.0,23.0,3.0,4.0,0.0
S00136095,53,8.0,34.0,1.0,8.0,2.0
S00136096,131,66.0,39.0,0.0,9.0,16.0
S00136097,135,113.0,21.0,0.0,2.0,0.0
S00136098,83,30.0,32.0,3.0,8.0,8.0
S00136099,117,52.0,33.0,4.0,19.0,6.0
S00136100,174,84.0,58.0,6.0,22.0,4.0
S00136101,93,36.0,25.0,6.0,15.0,9.0
S00136102,99,75.0,23.0,0.0,0.0,1.0
S00136103,81,44.0,10.0,2.0,22.0,6.0
S00136104,102,73.0,16.0,0.0,10.0,3.0
S00136105,120,85.0,24.0,2.0,7.0,2.0
S00136106,72,35.0,26.0,2.0,8.0,1.0
S00136107,113,81.0,30.0,0.0,1.0,3.0
S00136108,127,45.0,64.0,4.0,3.0,11.0
S00136109,88,22.0,48.0,3.0,17.0,1.0
S00136110,76,15.0,44.0,0.0,8.0,11.0
S00136111,110,80.0,22.0,0.0,6.0,2.0
S00136112,111,39.0,56.0,0.0,14.0,6.0
S00136113,77,31.0,28.0,2.0,9.0,7.0
S00136114,142,118.0,18.0,0.0,6.0,1.0
S00136115,119,90.0,23.0,1.0,7.0,0.0
S00136116,67,37.0,25.0,0.0,3.0,1.0
S00136117,98,63.0,19.0,0.0,7.0,10.0
S00136118,59,25.0,21.0,5.0,4.0,4.0
S00136119,71,36.0,14.0,3.0,9.0,6.0
S00136120,77,28.0,32.0,0.0,9.0,8.0
S00136121,111,42.0,54.0,1.0,10.0,4.0
S00136122,115,90.0,12.0,0.0,12.0,0.0
S00136123,132,43.0,73.0,2.0,7.0,6.0
S00136124,68,32.0,20.0,3.0,6.0,5.0
S00136125,85,22.0,46.0,4.0,11.0,4.0
S00136126,86,25.0,19.0,6.0,12.0,24.0
S00136127,115,48.0,44.0,2.0,14.0,7.0
S00136128,67,53.0,9.0,1.0,2.0,0.0
S00136129,88,31.0,31.0,5.0,16.0,7.0
S00136130,66,31.0,24.0,1.0,2.0,5.0
S00136131,81,57.0,14.0,2.0,5.0,3.0
S00136132,73,15.0,14.0,5.0,25.0,10.0
S00136133,93,26.0,53.0,1.0,8.0,4.0
S00136134,72,19.0,35.0,6.0,6.0,6.0
S00136135,75,44.0,22.0,0.0,8.0,3.0
S00136136,63,33.0,16.0,1.0,7.0,6.0
S00136137,80,38.0,20.0,1.0,15.0,6.0
S00136138,83,14.0,25.0,1.0,9.0,34.0
S00136139,81,12.0,24.0,5.0,16.0,24.0
S00136140,106,35.0,46.0,3.0,11.0,9.0
S00136141,67,41.0,14.0,2.0,8.0,2.0
S00136142,106,78.0,20.0,9.0,1.0,1.0
S00136143,63,33.0,24.0,1.0,3.0,1.0
S00136144,133,62.0,44.0,1.0,18.0,10.0
S00136145,274,213.0,42.0,2.0,8.0,2.0
S00136146,102,73.0,10.0,4.0,9.0,4.0
S00136147,60,30.0,16.0,2.0,11.0,2.0
S00136148,82,30.0,41.0,5.0,7.0,2.0
S00136149,69,25.0,28.0,2.0,7.0,10.0
S00136150,96,42.0,48.0,0.0,5.0,2.0
S00136151,65,20.0,36.0,3.0,8.0,5.0
S00136152,68,28.0,21.0,4.0,8.0,7.0
S00136153,75,62.0,12.0,1.0,0.0,0.0
S00136154,105,68.0,25.0,2.0,7.0,3.0
S00136155,103,20.0,52.0,1.0,7.0,23.0
S00136156,91,23.0,62.0,0.0,5.0,1.0
S00136157,54,38.0,17.0,1.0,2.0,0.0
S00136158,115,25.0,44.0,5.0,14.0,31.0
S00136159,77,19.0,46.0,1.0,6.0,4.0
S00136160,73,36.0,17.0,4.0,9.0,8.0
S00136161,83,36.0,31.0,0.0,12.0,6.0
S00136162,114,55.0,32.0,8.0,18.0,5.0
S00136163,62,34.0,12.0,4.0,11.0,3.0
S00136164,70,33.0,22.0,2.0,10.0,5.0
S00136165,52,34.0,5.0,1.0,12.0,3.0
S00136166,65,31.0,18.0,0.0,12.0,2.0
S00136167,83,7.0,31.0,1.0,10.0,35.0
S00136168,97,69.0,25.0,0.0,2.0,1.0
S00136169,51,26.0,14.0,4.0,8.0,1.0
S00136170,72,55.0,12.0,1.0,7.0,3.0
S00136171,59,40.0,11.0,0.0,4.0,3.0
S00136172,81,69.0,7.0,1.0,1.0,4.0
S00136173,61,47.0,2.0,3.0,7.0,0.0
S00136174,126,109.0,14.0,1.0,2.0,0.0
S00136175,60,28.0,16.0,2.0,11.0,7.0
S00136176,108,43.0,52.0,5.0,4.0,4.0
S00136177,86,32.0,40.0,1.0,5.0,6.0
S00136178,99,74.0,20.0,1.0,4.0,1.0
S00136179,96,56.0,26.0,4.0,9.0,2.0
S00136180,127,104.0,18.0,0.0,2.0,1.0
S00136181,58,41.0,14.0,0.0,3.0,0.0
S00136182,94,33.0,41.0,4.0,11.0,9.0
S00136183,93,38.0,40.0,2.0,12.0,2.0
S00136184,104,38.0,52.0,4.0,7.0,3.0
S00136185,91,70.0,19.0,0.0,3.0,0.0
S00136186,100,86.0,8.0,0.0,8.0,0.0
S00136187,78,23.0,38.0,1.0,10.0,5.0
S00136188,53,32.0,12.0,2.0,4.0,3.0
S00136189,87,62.0,21.0,1.0,3.0,2.0
S00136190,80,66.0,11.0,0.0,3.0,0.0
S00136191,97,72.0,23.0,0.0,3.0,0.0
S00136192,129,88.0,33.0,0.0,4.0,0.0
S00136193,115,90.0,18.0,0.0,6.0,2.0
S00136194,125,102.0,17.0,5.0,1.0,1.0
S00136195,388,364.0,14.0,4.0,7.0,2.0
S00136196,70,55.0,11.0,3.0,0.0,0.0
S00136197,106,88.0,13.0,3.0,0.0,0.0
S00136198,108,31.0,27.0,3.0,24.0,23.0
S00136199,62,40.0,15.0,4.0,1.0,4.0
S00136200,61,19.0,25.0,0.0,9.0,8.0
S00136201,83,65.0,15.0,2.0,0.0,0.0
S00136202,67,27.0,26.0,2.0,8.0,1.0
S00136203,84,25.0,42.0,1.0,7.0,10.0
S00136204,117,94.0,17.0,1.0,4.0,1.0
S00136205,74,56.0,7.0,3.0,10.0,0.0
S00136206,90,64.0,16.0,1.0,10.0,3.0
S00136207,64,42.0,13.0,0.0,5.0,6.0
S00136208,70,20.0,35.0,1.0,11.0,3.0
S00136209,85,36.0,35.0,4.0,7.0,3.0
S00136210,150,34.0,96.0,5.0,8.0,9.0
S00136211,85,72.0,12.0,0.0,3.0,0.0
S00136212,76,26.0,35.0,4.0,6.0,5.0
S00136213,64,20.0,30.0,3.0,7.0,10.0
S00136214,90,48.0,27.0,3.0,12.0,1.0
S00136215,82,39.0,32.0,1.0,4.0,7.0
S00136216,103,86.0,12.0,2.0,3.0,0.0
S00136217,114,46.0,52.0,4.0,7.0,7.0
S00136218,178,142.0,29.0,4.0,1.0,1.0
S00136219,70,50.0,13.0,1.0,4.0,2.0
S00136220,96,61.0,22.0,3.0,12.0,0.0
S00136221,60,44.0,14.0,0.0,1.0,1.0
S00136222,60,31.0,14.0,3.0,7.0,2.0
S00136223,151,32.0,101.0,0.0,11.0,10.0
S00136224,78,55.0,15.0,0.0,5.0,0.0
S00136225,83,39.0,27.0,6.0,11.0,0.0
S00136226,93,28.0,50.0,1.0,5.0,9.0
S00136227,65,27.0,29.0,3.0,4.0,3.0
S00136228,150,46.0,82.0,6.0,8.0,8.0
S00136229,87,40.0,21.0,5.0,16.0,5.0
S00136230,86,64.0,10.0,3.0,8.0,0.0
S00136231,102,58.0,9.0,3.0,22.0,6.0
S00136232,134,50.0,55.0,2.0,13.0,14.0
S00136233,70,57.0,11.0,0.0,4.0,0.0
S00136234,86,53.0,23.0,1.0,7.0,1.0
S00136235,56,10.0,32.0,0.0,5.0,6.0
S00136236,446,410.0,25.0,1.0,9.0,1.0
S00136237,139,90.0,35.0,2.0,10.0,2.0
S00136238,108,68.0,24.0,2.0,14.0,0.0
S00136239,308,289.0,14.0,2.0,2.0,1.0
S00136240,78,22.0,40.0,4.0,5.0,7.0
S00136241,67,59.0,6.0,0.0,0.0,1.0
S00136242,92,52.0,27.0,4.0,7.0,2.0
S00136243,75,43.0,24.0,1.0,6.0,1.0
S00136244,118,42.0,54.0,4.0,10.0,9.0
S00136245,584,518.0,33.0,1.0,9.0,24.0
S00136246,66,36.0,20.0,3.0,8.0,2.0
S00136247,103,41.0,46.0,2.0,7.0,6.0
S00136248,105,43.0,44.0,2.0,12.0,4.0
S00136249,72,13.0,38.0,2.0,9.0,12.0
S00136250,85,38.0,32.0,1.0,7.0,7.0
S00136251,99,59.0,32.0,2.0,4.0,2.0
S00136252,81,50.0,11.0,1.0,15.0,4.0
S00136253,70,56.0,8.0,2.0,4.0,0.0
S00136254,111,57.0,39.0,3.0,6.0,4.0
S00136255,99,57.0,28.0,5.0,7.0,4.0
S00136256,97,14.0,50.0,1.0,16.0,8.0
S00136257,103,71.0,22.0,1.0,8.0,1.0
S00136258,86,30.0,35.0,2.0,7.0,5.0
S00136259,160,64.0,80.0,5.0,11.0,0.0
S00136260,74,8.0,11.0,6.0,19.0,27.0
S00136261,81,56.0,21.0,1.0,3.0,4.0
S00136262,100,61.0,32.0,2.0,3.0,2.0
S00136263,77,43.0,13.0,1.0,16.0,4.0
S00136264,88,45.0,35.0,3.0,5.0,0.0
S00136265,101,75.0,21.0,3.0,0.0,0.0
S00136266,88,13.0,60.0,0.0,7.0,9.0
S00136267,86,58.0,18.0,1.0,9.0,2.0
S00136268,98,58.0,25.0,2.0,8.0,5.0
S00136269,87,64.0,12.0,2.0,7.0,2.0
S00136270,83,66.0,7.0,0.0,5.0,2.0
S00136271,95,27.0,53.0,0.0,9.0,5.0
S00136272,104,52.0,34.0,1.0,11.0,5.0
S00136273,59,23.0,20.0,2.0,10.0,4.0
S00136274,82,58.0,14.0,3.0,7.0,1.0
S00136275,116,93.0,15.0,2.0,6.0,0.0
S00136276,97,40.0,23.0,9.0,14.0,12.0
S00136277,63,49.0,10.0,0.0,2.0,0.0
S00136278,86,52.0,26.0,1.0,3.0,3.0
S00136279,54,49.0,5.0,3.0,0.0,0.0
S00136280,91,36.0,31.0,5.0,8.0,13.0
S00136281,111,78.0,17.0,1.0,6.0,5.0
S00136282,55,24.0,4.0,2.0,12.0,10.0
S00136283,61,29.0,19.0,3.0,7.0,4.0
S00136284,127,93.0,21.0,2.0,11.0,1.0
S00136285,103,71.0,13.0,5.0,6.0,6.0
S00136286,88,17.0,62.0,2.0,4.0,4.0
S00136287,71,27.0,30.0,3.0,8.0,3.0
S00136288,113,60.0,27.0,3.0,16.0,4.0
S00136289,131,58.0,45.0,5.0,11.0,8.0
S00136290,140,58.0,61.0,1.0,13.0,5.0
S00136291,93,71.0,20.0,0.0,0.0,1.0
S00136292,108,30.0,50.0,4.0,13.0,10.0
S00136293,74,24.0,44.0,0.0,4.0,5.0
S00136294,77,21.0,38.0,0.0,8.0,6.0
S00136295,71,42.0,9.0,2.0,9.0,9.0
S00136296,78,53.0,15.0,3.0,6.0,2.0
S00136297,98,52.0,27.0,4.0,18.0,4.0
S00136298,119,88.0,21.0,1.0,11.0,2.0
S00136299,105,29.0,54.0,1.0,8.0,8.0
S00136300,76,37.0,26.0,3.0,8.0,4.0
S00136301,124,70.0,32.0,0.0,10.0,5.0
S00136302,105,34.0,43.0,2.0,11.0,10.0
S00136303,110,71.0,30.0,2.0,7.0,2.0
S00136304,87,69.0,14.0,0.0,3.0,2.0
S00136305,115,80.0,23.0,0.0,13.0,3.0
S00136306,72,37.0,21.0,4.0,8.0,2.0
S00136307,101,68.0,28.0,1.0,2.0,3.0
S00136308,143,40.0,86.0,3.0,9.0,5.0
S00136309,121,44.0,50.0,1.0,13.0,10.0
S00136310,188,158.0,20.0,2.0,3.0,3.0
S00136311,84,23.0,51.0,2.0,3.0,3.0
S00136312,101,30.0,55.0,2.0,10.0,3.0
S00136313,75,39.0,23.0,3.0,9.0,2.0
S00136314,85,66.0,8.0,5.0,5.0,3.0
S00136315,81,67.0,1.0,4.0,10.0,2.0
S00136316,81,50.0,22.0,1.0,4.0,4.0
S00136317,90,20.0,56.0,1.0,2.0,7.0
S00136318,82,15.0,53.0,2.0,4.0,10.0
S00136319,77,65.0,8.0,1.0,4.0,0.0
S00136320,66,50.0,4.0,1.0,7.0,2.0
S00136321,86,57.0,20.0,1.0,2.0,3.0
S00136322,60,31.0,19.0,4.0,3.0,3.0
S00136323,96,37.0,46.0,1.0,7.0,5.0
S00136324,71,58.0,10.0,2.0,1.0,3.0
S00136325,116,23.0,83.0,0.0,3.0,5.0
S00136326,81,57.0,13.0,2.0,8.0,0.0
S00136327,56,23.0,17.0,0.0,9.0,8.0
S00136328,58,44.0,7.0,0.0,7.0,0.0
S00136329,103,58.0,28.0,6.0,6.0,4.0
S00136330,122,79.0,33.0,0.0,9.0,1.0
S00136331,65,42.0,14.0,1.0,9.0,1.0
S00136332,85,32.0,32.0,6.0,12.0,5.0
